Name,Category,Address,Latitude,Longitude,County,ZIP Code,City,Rating,Review_count
Shops at Snapps Ferry,Shopping mall,1209-1217 Snapps Ferry Rd,36.1755424,-82.8099914,Greene County,37745,Greeneville,No reviews,
Quick Stop Market 17,Convenience store,705 E Church St,36.1615789,-82.8187049,Greene County,37745,Greeneville,3.7,3
Quick Stop Market,Convenience store,2200 E Andrew Johnson Hwy,36.1779586,-82.7842453,Greene County,37745,Greeneville,3.7,3
"Grand Rental of Greeneville, TN",Equipment rental agency,2215 E Andrew Johnson Hwy,36.17857,-82.784112,Greene County,37745,Greeneville,4.1,176
Quick Stop Market,Convenience store,601 Asheville Hwy,36.1458035,-82.8470884,Greene County,37743,Greeneville,4.8,4
bealls,Clothing store,1317 Tusculum Blvd,36.1736625,-82.7973951,Greene County,37745,Greeneville,4.4,428
Wheel Sports,Bicycle Shop,422 E Bernard Ave Suite 1,36.1648543,-82.8150598,Greene County,37745,Greeneville,4.7,56
Maurices,Women's clothing store,1359 Tusculum Blvd Space 3,36.1744508,-82.795626,Greene County,37745,Greeneville,4.1,62
Towne Square Package Store Inc,Liquor store,200 W Summer St,36.1633822,-82.8336223,Greene County,37743,Greeneville,4.6,174
Mountain Song Jewelers,Jewelry store,566 Tusculum Blvd,36.1705524,-82.8168051,Greene County,37745,Greeneville,4.9,"1,038"
Mountain Motorsports Greeneville,Motorsports store,190 E Andrew Johnson Hwy,36.1790649,-82.8193657,Greene County,37745,Greeneville,4.6,533
The Bottle Shop,Liquor store,"0947, 2318 E Andrew Johnson Hwy",36.1780794,-82.7821655,Greene County,37745,Greeneville,4.7,185
Airgas Store,Welding supply store,1120 Tusculum Blvd,36.1695529,-82.8054612,Greene County,37745,Greeneville,4.9,13
A1 Towing & Recovery of Greeneville - Light Duty & Heavy Duty Semi Truck Towing,Towing service,1025 Kingsport Hwy,36.1893622,-82.8091653,Greene County,37745,Greeneville,4.8,328
City Electric Supply Greeneville TN,Electrical supply store,1407 W Main St,36.149578,-82.853609,Greene County,37743,Greeneville,5,6
Central Drug Store & Gift Shop,Pharmacy,239 W Summer St,36.1624883,-82.8358047,Greene County,37743,Greeneville,4.9,26
Dollar General,Grocery store,243 W Summer St,36.1627993,-82.8360412,Greene County,37743,Greeneville,4.3,181
Greeneworx Landscape Supply,Landscaping supply store,2900 W Andrew Johnson Hwy,36.1696011,-82.8705488,Greene County,37743,Greeneville,4.6,82
Roadrunner Market,Convenience store,2490 E Andrew Johnson Hwy,36.1782246,-82.779098,Greene County,37745,Greeneville,2.8,8
"Guaranteed Appliance, Appliances and Repair- Greeneville",Used appliance store,1213 Snapps Ferry Rd,36.1754377,-82.809871,Greene County,37745,Greeneville,4.5,151
GREENEVILLE GOLD & SILVER,Coin dealer,1000 Snapps Ferry Rd,36.1728774,-82.8123235,Greene County,37745,Greeneville,4.7,25
The Whiskey & Sage House,Antique store,554 Tusculum Blvd,36.170507,-82.8173859,Greene County,37745,Greeneville,4.8,40
Mini Mall Storage - Afton,Self-storage facility,6497 E Andrew Johnson Hwy,36.2007685,-82.721291,Greene County,37641,,4.3,98
Painted Turtle Craft Co,Craft store,1211 Snapps Ferry Rd,36.1753889,-82.8100135,Greene County,37745,Greeneville,4.9,11
The Kindred Market,Boutique,808 Tusculum Blvd,36.1706341,-82.8153755,Greene County,37745,Greeneville,No reviews,
Ragon Wholesale & Quality Mattress Barn,Discount store,435 E Bernard Ave,36.1664227,-82.8144704,Greene County,37745,Greeneville,4.4,7
Old Glory Self Storage,Self-storage facility,1570 E Andrew Johnson Hwy,36.1759643,-82.7949841,Greene County,37745,Greeneville,4.8,65
Ace Hardware,Hardware store,1023 W Main St,36.1545526,-82.8477193,Greene County,37743,Greeneville,4.5,558
Recycled Heart Thrift,Thrift store,1260 E Andrew Johnson Hwy,36.1763855,-82.8008536,Greene County,37745,Greeneville,4.6,78
Staples Print & Marketing Services,Print shop,1505 E Andrew Johnson Hwy,36.1782992,-82.7969758,Greene County,37745,Greeneville,5,10
Roberts Furniture and Mattress Gallery,Furniture store,221 W Summer St,36.1621148,-82.835006,Greene County,37743,Greeneville,4.6,145
Greene County Kubota,Tractor dealer,110 Burns St,36.1778558,-82.8106844,Greene County,37745,Greeneville,4.5,140
East Tennessee Promotions,Embroidery service,1149 Tusculum Blvd #1,36.170917,-82.8029891,Greene County,37745,Greeneville,1,1
BAM Storage,Storage facility,708 E Church St,36.1609458,-82.8192398,Greene County,37745,Greeneville,3.9,21
Quick Stop,Convenience store,301 Asheville Hwy,36.1524608,-82.8476157,Greene County,37743,Greeneville,4.4,5
FedEx OnSite,Mailing service,130 W Bernard Ave,36.1603537,-82.8226206,Greene County,37744,Greeneville,3.9,9
The GreeneHouse,Garden center,407 Tusculum Blvd,36.1686158,-82.8221795,Greene County,37745,Greeneville,4.9,99
GREENEVILLE RC,Hobby store,1108 Snapps Ferry Rd,36.1737464,-82.8102817,Greene County,37745,Greeneville,3.9,14
Greeneville discount tobacco,Tobacco shop,814 Tusculum Blvd,36.1699357,-82.8146388,Greene County,37745,Greeneville,4.9,30
East Tennessee Building Supply,Building materials supplier,1223 Kiser Blvd,36.1944287,-82.791667,Greene County,37745,Greeneville,4.6,59
Mountain Motorsports Greeneville Honda,Honda dealer,730 W Andrew Johnson Hwy,36.1750374,-82.834832,Greene County,37745,Greeneville,4.6,220
FedEx OnSite,Mailing service,104 Asheville Hwy,36.1534445,-82.8493874,Greene County,37743,Greeneville,4.8,4
Xfinity Store by Comcast Branded Partner,Internet service provider,1331 Tusculum Blvd,36.1745759,-82.7973643,Greene County,37745,Greeneville,2.4,188
Greene Tobacco Beer & vape,Tobacco shop,101 Marshall Ln,36.1449739,-82.8628533,Greene County,37743,Greeneville,4.4,34
Fastenal Fulfillment Center,Logistics service,100 Wren St,36.1736825,-82.8408805,Greene County,37745,Greeneville,2.7,3
Wholesale Appliance - Greeneville,Wholesaler household appliances,126 Bohannon Ave,36.1733407,-82.8229251,Greene County,37745,Greeneville,No reviews,
Greeneville Builders Supply,Hardware store,208 Bohannon Ave,36.172713,-82.821426,Greene County,37745,Greeneville,4.4,34
Kiker's Tobacco Outlet # 2,Tobacco shop,207 Asheville Hwy,36.1528573,-82.8480126,Greene County,37743,Greeneville,4.8,32
Meade Tractor of Greeneville,Tractor dealer,2960 W Andrew Johnson Hwy,36.169841,-82.8714284,Greene County,37744,Greeneville,4,163
Mr Golf,Golf shop,1103 Tusculum Blvd,36.1690603,-82.8083853,Greene County,37745,Greeneville,4.9,55
Affordable Storage Guys Greeneville,Self-storage facility,1612 Rose Ln,36.1866163,-82.789224,Greene County,37745,Greeneville,4.6,43
Nickle Ridge Winery,Winery,144 W Depot St,36.1639404,-82.8324127,Greene County,37743,Greeneville,4.8,19
Greeneville Signs,Sign shop,1100 Snapps Ferry Rd,36.1735425,-82.8114762,Greene County,37745,Greeneville,4.9,59
United Grocery Outlet,Grocery store,1409 E Stone Dr,36.5481655,-82.5242433,Sullivan County,37664,Kingsport,4.3,80
Valvoline Instant Oil Change,Oil change service,816 W Church St,36.1722265,-82.8438612,Greene County,37745,Greeneville,4.4,327
Stowaway Self Storage,Self-storage facility,930 W Andrew Johnson Hwy,36.173796,-82.838606,Greene County,37745,Greeneville,4.4,21
Greene's Tires,Tire shop,401 Tusculum Blvd,36.1681855,-82.8227541,Greene County,37745,Greeneville,4.5,107
Gateway Ford,Ford dealer,1055 W Andrew Johnson Hwy,36.1718979,-82.8399399,Greene County,37745,Greeneville,4.5,745
College Square Mall,Shopping mall,2550 E Morris Blvd,36.2207174,-83.2609471,Hamblen County,37813,Morristown,4.3,"4,281"
The Shoppes At Sherwood Village,Shopping mall,227 E Morris Blvd,36.213385,-83.2898699,Hamblen County,37814,Morristown,4.3,93
Cherokee Crossing,Shopping mall,4320-4340 W Andrew Johnson Hwy,36.1933508,-83.359905,Hamblen County,,Morristown,4.3,38
Western Willow Shopping Center,Shopping mall,3606 W Andrew Johnson Hwy,36.1977426,-83.3455126,Hamblen County,37814,Morristown,4.5,88
Crossroads Square,Shopping mall,130 Terrace Ln,36.2247104,-83.259912,Hamblen County,37814,Morristown,4.2,601
Morristown Plaza Shopping Center,Shopping mall,E Economy Rd,36.2083833,-83.3173982,Hamblen County,37814,Morristown,4.5,35
Sky City Shopping Center,Shopping mall,"Sky City Shopping Center, E Andrew Johnson Hwy",36.2257834,-83.2649847,Hamblen County,37814,Morristown,4.4,19
Morristown Plaza,Shopping mall,2314 E Andrew Johnson Hwy,36.225125,-83.265689,Hamblen County,37814,Morristown,4.3,109
Buffalo Trail Shopping Center,Shopping mall,1800 Buffalo Trail,36.2338302,-83.2849891,Hamblen County,37814,Morristown,4,151
Manley Village Shopping Center,Shopping mall,W Andrew Johnson Hwy,36.1959352,-83.3481848,Hamblen County,37814,Morristown,4.4,66
College Square Plaza,Shopping mall,"Suites 1-12, 1501 E Morris Blvd",36.2181616,-83.2753345,Hamblen County,37813,Morristown,4.4,9
Plaza Terrace,Shopping mall,344 E Economy Rd,36.2084989,-83.3165495,Hamblen County,37814,Morristown,4.3,92
Radio Center Shopping Center,Shopping mall,1026 S Cumberland St,36.2044587,-83.2863769,Hamblen County,37813,Morristown,5,1
Tj North Liberty Market,Grocery store,N Liberty Hill Rd,36.2323,-83.2761882,Hamblen County,37814,Morristown,4.4,13
Coopers Variety Mall,Variety store,135 W Main St,36.2134462,-83.2929004,Hamblen County,37814,Morristown,4.6,91
Morristown Farmers Market,Farmers' market,130 W Morris Blvd,36.211835,-83.2920611,Hamblen County,37813,Morristown,4.4,389
Old Town Variety Mall,Variety store,"181, 180 W Main St 2) Locations",36.2132902,-83.2938892,Hamblen County,37814,Morristown,4.6,94
The Vintage Market,Antique store,1135 W Morris Blvd,36.2057933,-83.3043568,Hamblen County,37813,Morristown,4.6,53
A&B wholesale pallets,Wholesaler,1600 S Cumberland St,36.1991945,-83.2808104,Hamblen County,37813,Morristown,3.4,39
By-Lo Market,Convenience store,4324 Enka Hwy,36.1698292,-83.2209313,Hamblen County,37813,Morristown,4.5,4
Food City,Supermarket,1105 E Morris Blvd,36.2171336,-83.2801422,Hamblen County,37813,Morristown,4.4,"1,830"
Tienda Mi Lupita,Grocery store,1040 S Cumberland St,36.2042467,-83.2860272,Hamblen County,37813,Morristown,4.3,96
Rich Products Corporation,Bakery,5961 Commerce Blvd,36.1644051,-83.4021108,Hamblen County,37814,Morristown,4.3,79
Rich Products Corporation,Food manufacturer,5701 Commerce Blvd,36.1687581,-83.390123,Hamblen County,37814,Morristown,4.4,36
Tortilleria Tienda Familiar,Mexican grocery store,813 N Cumberland St,36.2210024,-83.2964728,Hamblen County,37814,Morristown,4.6,67
DG Market,Grocery store,1606 W Andrew Johnson Hwy,36.2077672,-83.3128592,Hamblen County,37814,Morristown,3.7,7
Hobby Lobby,Craft store,507 Crockett Trce Dr,36.2123525,-83.2567237,Hamblen County,37813,Morristown,4.6,"2,069"
Liberty Plaza Storage,Storage facility,1541 E Andrew Johnson Hwy,36.2244584,-83.2759377,Hamblen County,37814,Morristown,4.4,19
"Compassionate Buds Dispensary | Morristown, TN",Cannabis store,527 Sulphur Springs Rd,36.2031338,-83.3009545,Hamblen County,37813,Morristown,4.9,772
Nick's Market Tobacco and Convenience Store,Grocery store,515 S Cumberland St,36.2095549,-83.2890909,Hamblen County,37813,Morristown,4.3,23
Secured Self Storage,Self-storage facility,451 S Cumberland St,36.2102977,-83.2892996,Hamblen County,37813,Morristown,4.8,84
Lakeway Countertops & Cabinets,Countertop store,1135 W Morris Blvd,36.2058009,-83.3046034,Hamblen County,37813,Morristown,4.4,14
Sweet Magnolia,Home goods store,271 E Morris Blvd,36.2134349,-83.2895553,Hamblen County,37814,Morristown,5,13
Morristown Games,Game store,430 W 1st N St,36.2127587,-83.2971628,Hamblen County,37814,Morristown,4.9,51
Morris Convenience Store,Convenience store,1003 W Main St,36.2080764,-83.3032913,Hamblen County,37814,Morristown,3.7,11
Morristown Ford,Ford dealer,1112 W Morris Blvd,36.2074443,-83.3036883,Hamblen County,37814,Morristown,4.4,"1,472"
The Begin Again Shoppe,Consignment shop,1127 W Morris Blvd,36.2061347,-83.3039245,Hamblen County,37813,Morristown,4.1,207
Oakes Home Supply,Hardware store,1061 S Cumberland St,36.2039831,-83.2850758,Hamblen County,37813,Morristown,4.6,136
BY LO,Gas station,1402 Cherokee Dr,36.2256516,-83.3024765,Hamblen County,37814,Morristown,3.5,22
Southern Treasures,Gift shop,907 West North Street,36.2094527,-83.3026828,Hamblen County,37814,Morristown,4.9,62
1907 Brewing Company,Brewery,103 W Main St,36.2136646,-83.292461,Hamblen County,37814,Morristown,4.8,136
Morristown Area Chamber of Commerce,Chamber of Commerce,825 W 1st N St,36.209788,-83.3019341,Hamblen County,37814,Morristown,5,17
Cellar package,Liquor store,1405 W Morris Blvd,36.2042467,-83.3070252,Hamblen County,37813,Morristown,4.5,216
Green Door Hemp Store & Apothecary,Herb shop,111 E Main St,36.2141995,-83.2921367,Hamblen County,37814,Morristown,4.2,19
Camera Castle,Camera store,201 E Main St,36.2147694,-83.2912302,Hamblen County,37814,Morristown,4.6,83
"H.Y.P.E. of Morristown, TN",Business networking company,825 W 1st N St,36.2097706,-83.3018927,Hamblen County,37814,Morristown,4.6,10
Elliott's Boots Shoes and Sandals,Shoe store,215 E Morris Blvd,36.21326,-83.290186,Hamblen County,37814,Morristown,4.6,187
The Nest Antiques & Gifts in Historic Downtown Morristown,Antique store,110 S Cumberland St,36.2135236,-83.2922161,Hamblen County,37814,Morristown,3.8,15
"Vintage restoration station, llc",Antique store,709 E Morris Blvd,36.2155408,-83.2849458,Hamblen County,37813,Morristown,4.6,70
City Electric Supply Morristown,Electrical supply store,132 W 1st N St,36.2144781,-83.2942035,Hamblen County,37814,Morristown,4.2,16
Gigi's,Gift shop,157 W Main St,36.213249,-83.2933013,Hamblen County,37814,Morristown,4.8,6
Tonys Market & Drive Thru,Convenience store,1960 W Morris Blvd,36.2058298,-83.3192483,Hamblen County,37814,Morristown,5,6
Trade Center,Musical instrument store,1721 S Cumberland St,36.1978647,-83.2786607,Hamblen County,37813,Morristown,4.5,291
Rotech,Oxygen equipment supplier,420 W Morris Blvd # 230,36.210681,-83.2945091,Hamblen County,37813,Morristown,4.7,60
Backstage Gifts Coffee Shop & Cafe,Gift shop,188 W Main St,36.21316,-83.2939597,Hamblen County,37814,Morristown,4.7,405
Buffalo Trail Storage,Self-storage facility,1130 Buffalo Trail,36.2255669,-83.2955068,Hamblen County,37814,Morristown,4.9,10
Little Dandy,Convenience store,1635 S Cumberland St,36.1986801,-83.2795223,Hamblen County,37813,Morristown,4.6,35
Rowena's,Gift shop,160 W Main St,36.2134825,-83.2935548,Hamblen County,37814,Morristown,4.6,24
Tienda y carniceria la esperanzita chapina,Butcher shop,1006 S Cumberland St,36.2048568,-83.2866058,Hamblen County,37813,Morristown,4.7,3
East Tennessee Diamond Company,Jewelry store,149 W Main St,36.2133087,-83.2931854,Hamblen County,37814,Morristown,4.9,630
Country Boutique,Used furniture store,186 W Main St,36.2133394,-83.2940145,Hamblen County,37814,Morristown,5,2
Lions Volunteer Blind Ind,Manufacturer,758 W Morris Blvd,36.2081718,-83.3003387,Hamblen County,37813,Morristown,4.8,8
All Season Storage,Self-storage facility,215 S Liberty Hill Rd,36.2172997,-83.277604,Hamblen County,37813,Morristown,4.3,40
The Honey Baked Ham Company,Restaurant,1705 W Andrew Johnson Hwy,36.2068192,-83.314243,Hamblen County,37814,Morristown,4.4,89
Trinkets & Treasures Formal Wear,Formal wear store,166 W Main St,36.2134625,-83.2936376,Hamblen County,37814,Morristown,4.5,153
Jordan Taylor Home Furnishings,Furniture store,1526 W Andrew Johnson Hwy,36.2081381,-83.310994,Hamblen County,37814,Morristown,4.6,71
Farris Jeep Ram Chrysler Dodge,Used car dealer,910 W Morris Blvd,36.2072367,-83.3016017,Hamblen County,37813,Morristown,4.3,776
Rebecca Janes,Gift shop,231 E Morris Blvd,36.2133327,-83.2898236,Hamblen County,37814,Morristown,4.7,3
By-Lo Market #1,Gas station,1245 Broadway Dr,36.3236673,-83.2813085,Grainger County,37708,Bean Station,4.2,149
United States Postal Service,Logistics service,803 S Cumberland St,36.2063552,-83.2873529,Hamblen County,37813,Morristown,2.8,47
United States Postal Service,Logistics service,134 N Henry St,36.2136394,-83.2942186,Hamblen County,37814,Morristown,3.3,12
Dimension Computers,Computer store,134 W Main St,36.2137967,-83.2931369,Hamblen County,37814,Morristown,4.9,7
Changing Times Thrift Store,Thrift store,2450 S Cumberland St,36.1904557,-83.2820792,Hamblen County,37813,Morristown,4.6,10
Merchants Greene Offices,Corporate office,6075 W Andrew Johnson Hwy,36.176337,-83.39503,Hamblen County,37877,Morristown,3.5,2
Next Level DME,Mobility equipment supplier,208 Montvue Ave,36.2155252,-83.2860001,Hamblen County,37813,Morristown,4.9,19
The Habegger Corporation - Morristown,Heating equipment supplier,530 S Hill St,36.2091872,-83.2883063,Hamblen County,37813,Morristown,5,1
Pink Pig Pottery Studio,Pottery store,143 W Main St,36.213384,-83.2931001,Hamblen County,37814,Morristown,4.7,265
By Lo Market 46,Gas station,524 US-25E,36.2737225,-83.2818848,Grainger County,,Bean Station,4.1,17
Fastenal Fulfillment Center,Logistics service,1115 W Morris Blvd,36.2061472,-83.3035618,Hamblen County,37813,Morristown,2.6,5
Maino Tha Don Clothing Line,Clothes market,1016 Donna St,36.2210828,-83.3008655,Hamblen County,37814,Morristown,No reviews,
Vintage This~n~That,Antique store,148 W Main St,36.2136665,-83.2934504,Hamblen County,37814,Morristown,5,3
Main Street Christian Bookstore,Book store,177 W Main St,36.2129314,-83.293513,Hamblen County,37814,Morristown,4.7,20
The Blossom Shop,Florist,933 W 3rd N St,36.2103739,-83.3044427,Hamblen County,37814,Morristown,4.6,64
Petsense by Tractor Supply,Pet supply store,110 W Morris Blvd,36.2125136,-83.2918034,Hamblen County,37813,Morristown,4.2,897
Family Dollar/Tienda La Primavera,Grocery store,604 S Cumberland St,36.2072703,-83.2887511,Hamblen County,37813,Morristown,4.5,133
Toadily Candles & Soaps,Candle store,124 W Main St,36.2139163,-83.2930116,Hamblen County,37814,Morristown,4.6,14
Juquilita Bakery,Bakery,325 S Cumberland St,36.2114003,-83.2903188,Hamblen County,37813,Morristown,4.6,360
Allie Fa Vintage,Vintage clothing store,144 W Main St,36.2136795,-83.2933041,Hamblen County,37814,Morristown,4.6,26
NAPA Auto Parts - East Tennessee Auto Parts,Auto parts store,530 E Main St,36.2157633,-83.2868493,Hamblen County,37814,Morristown,4.6,265
Abee Distributors,Vacuum cleaner store,121 Brown Ave,36.2056825,-83.2859664,Hamblen County,37813,Morristown,4.8,8
Daniel Gomez,Sports nutrition store,306 Hedrick St,36.2064598,-83.2849583,Hamblen County,37813,Morristown,No reviews,
LeighNicole Boutique,Clothing store,114 W Main St,36.2139819,-83.292798,Hamblen County,37814,Morristown,5,2
La Paz Botanica,Store,,36.2037321,-83.2854794,Hamblen County,37813,Morristown,4.8,6
LA Jewelers,Jewelry store,1016 S Cumberland St,36.2046127,-83.286354,Hamblen County,37813,Morristown,5,23
BY LO 26,Convenience store,3701 US-25E,36.3461919,-83.3052899,Grainger County,37708,Bean Station,4.2,59
Morristown Tire and Performance Center,Auto repair shop,720 E Morris Blvd,36.2150725,-83.284498,Hamblen County,37813,Morristown,4.5,327
The Guitar Vault,Musical instrument store,101 E Main St,36.2141656,-83.292282,Hamblen County,37814,Morristown,4.8,220
Bella's quince Boutique,Boutique,1064 S Cumberland St,36.2036457,-83.285387,Hamblen County,37813,Morristown,4.5,4
Fisher Auto Parts,Auto parts store,204 Lincoln Ave,36.2028656,-83.2869422,Hamblen County,37813,Morristown,4.6,9
Walgreens,Drug store,251 S Cumberland St,36.2127012,-83.2910088,Hamblen County,37813,Morristown,3.6,50
Sunflower Barntiques,Home goods store,,35.9536105,-83.677598,Knox County,37764,,No reviews,
Elements with Design,Painting,,36.1466905,-83.260382,Hamblen County,37813,,4.6,31
Parkway Auto Sales,Used car dealer,2501 N Davy Crockett Pkwy,36.251192,-83.276243,Hamblen County,37814,Morristown,4.5,113
Cruze Farm Ice Cream - Morristown,Ice Cream,143 E Main St,36.2146412,-83.2917256,Hamblen County,37814,Morristown,4.7,219
Curvy Corner,Boutique,215 W Main St,36.212572,-83.294154,Hamblen County,37814,Morristown,5,1
LeBel Commercial Realty,Real estate agency,218 S Cumberland St,36.2125694,-83.2919252,Hamblen County,37813,Morristown,2.7,9
Hamilton Place,Shopping mall,2100 Hamilton Pl Blvd,35.0345452,-85.1587682,Hamilton County,37421,Chattanooga,4.2,"7,269"
Northgate Mall,Shopping mall,271 Northgate Mall Dr,35.1299012,-85.239891,Hamilton County,37351,Chattanooga,4,"2,883"
Overlook at Hamilton Place,Shopping mall,2288 Gunbarrel Rd,35.0379751,-85.1496615,Hamilton County,37421,Chattanooga,4.3,"2,499"
Shoppes At Hamilton Place,Shopping mall,2040 Hamilton Pl Blvd,35.0312721,-85.1589418,Hamilton County,37421,Chattanooga,4.3,296
Hamilton Village,Shopping mall,2004 Gunbarrel Rd,35.030546,-85.1549444,Hamilton County,37421,Chattanooga,4.3,"3,425"
Hamilton Corner,Shopping mall,2100 Gunbarrel Rd,35.034393,-85.1540241,Hamilton County,37421,Chattanooga,4.5,550
Rivermont Shopping Center,Shopping mall,3600 Hixson Pike,35.1066667,-85.2711111,Hamilton County,37343,Chattanooga,4.3,534
Valley Liquidation Center Inc.,Outlet store,3217 Cummings Hwy,35.0199647,-85.3707496,Hamilton County,37419,Chattanooga,4,31
Oak Park Town Center,Shopping mall,5740 TN-153,35.1544813,-85.2481718,Hamilton County,37343,Chattanooga,4.1,"1,917"
Hamilton Town Center,Shopping mall,"1913, 1919 Gunbarrel Rd",35.0280706,-85.1574558,Hamilton County,37421,Chattanooga,5,1
Lake Hills Shopping Center,Shopping mall,,35.0900728,-85.1852326,Hamilton County,37416,Chattanooga,3.7,3
Northwoods Plaza,Shopping mall,5630 TN-153,35.1512704,-85.2483034,Hamilton County,37343,Chattanooga,4.4,18
Northgate Center,Shopping mall,5230 TN-153,35.1255804,-85.2387287,Hamilton County,37343,Chattanooga,4.5,53
Lakesite Plaza,Shopping mall,8615 Hixson Pike,35.2023,-85.1575773,Hamilton County,37343,Lakesite,4.6,39
Gordon Food Service Store,Grocery store,1817 Broad St,35.0347046,-85.3138677,Hamilton County,37408,Chattanooga,4.6,260
M&M Liquidations,Discount store,,35.0267209,-85.371727,Hamilton County,37419,Chattanooga,5,1
Oakwood Center,Shopping mall,4767-4795 TN-58,35.089112,-85.1885167,Hamilton County,37416,Chattanooga,4,1
Colony 13,Gift shop,211 Northgate Mall Dr,35.1301839,-85.239893,Hamilton County,37351,Chattanooga,4.8,167
Oakies Plaza,Shopping mall,9515 Lee Hwy,35.0817398,-85.05278,Hamilton County,37363,Chattanooga,5,3
brydens market,Market,8424 Hixson Pike,35.196871,-85.163755,Hamilton County,37343,Middle Valley,4.8,287
Linda's Produce,Produce market,5900 TN-58,35.1133282,-85.1298794,Hamilton County,,Harrison,4.6,583
Famous Market,Grocery store,1301 Greens Lake Rd,34.9913265,-85.2525869,Hamilton County,37412,East Ridge,4.2,58
Warehouse at 42nd Street,Warehouse,1344 E 42nd St,34.9934964,-85.2952798,Hamilton County,37407,Chattanooga,4.6,5
Sunrise Market,Grocery store,6405 Hixson Pike,35.1564449,-85.1977334,Hamilton County,37343,Chattanooga,4.5,27
Mini Mall Storage - Soddy Daisy,Self-storage facility,901 Sequoyah Rd,35.2331206,-85.1678901,Hamilton County,37379,Soddy-Daisy,4.8,106
lululemon,Sportswear store,1110 Market St Unit 117B,35.0433515,-85.3091763,Hamilton County,37402,Chattanooga,4.5,62
Cambridge Square,Shopping mall,9453 Bradmore Ln,35.0825922,-85.0544799,Hamilton County,37363,Chattanooga,4.7,352
"The Shoppes at Homestead, Mall and Auction",Auction house,1935 Light Tower Cir,35.1526113,-85.182672,Hamilton County,37343,Chattanooga,5,1
Doc Market,Grocery store,9546 Hixson Pike,35.213668,-85.1271418,Hamilton County,37379,Lakesite,5,7
FreeUp Storage Hixson,Self-storage facility,7327 Hixson Pike,35.1714302,-85.1798206,Hamilton County,37343,Middle Valley,4.8,233
All Things Affordable,Home improvement store,7322 Hixson Pike,35.1704555,-85.177323,Hamilton County,37343,Middle Valley,4.2,70
Embellish Collection,Clothing store,1110 Market St Suite 105,35.0425907,-85.3089194,Hamilton County,37402,Chattanooga,4.6,9
S&M Convenience Store,Convenience store,2302 Jenkins Rd,35.0348308,-85.1327223,Hamilton County,37421,Chattanooga,4.6,50
Go Store It Self Storage,Self-storage facility,8810 Dallas Hollow Rd,35.2041426,-85.1522305,Hamilton County,37379,,4.2,58
Lake Side Market,Convenience store,8332 Harrison Bay Rd,35.1726867,-85.115618,Hamilton County,37341,,4,1
The Cheesecake Factory,Restaurant,2084 Hamilton Pl Blvd,35.0328102,-85.1611415,Hamilton County,37421,Chattanooga,3.9,"3,213"
Hemline Chattanooga,Women's clothing store,1110 Market St STE 117A,35.042884,-85.3086474,Hamilton County,37402,Chattanooga,5,18
Middle Valley Plaza,Shopping mall,6921 Middle Valley Rd suite 102,35.1736715,-85.2067093,Hamilton County,37343,Middle Valley,No reviews,
Mini Storage Depot,Self-storage facility,6486 Hixson Pike,35.158326,-85.193225,Hamilton County,37344,Chattanooga,4.8,64
Smith-Perry Berries,Produce market,9626 Ooltewah Georgetown Rd,35.1971293,-85.0148271,Hamilton County,37363,,4.6,56
FreeUp Storage Hixson Middle Valley Rd,Self-storage facility,6808 Middle Valley Rd,35.168861,-85.207854,Hamilton County,37343,Middle Valley,4.9,85
Atlantic Distributors Inc,Wholesaler,51 Lost Mound Dr #125,35.0907418,-85.2612161,Hamilton County,37351,Chattanooga,3.3,6
Market Square,Health and beauty shop,,35.0986115,-85.2597765,Hamilton County,37351,Chattanooga,No reviews,
Madewell,Clothing store,1110 Market St # 108,35.0425562,-85.3084789,Hamilton County,37402,Chattanooga,5,7
Crown Subaru,Subaru dealer,7700 Lee Hwy,35.0607044,-85.1325108,Hamilton County,37421,Chattanooga,4.7,"2,373"
Walmart Neighborhood Market,Grocery store,7636 Middle Valley Rd,35.1872107,-85.1896371,Hamilton County,37343,Middle Valley,4.3,874
Spur Market,Convenience store,6802 Middle Valley Rd,35.1685867,-85.2085037,Hamilton County,37343,Middle Valley,3.8,15
Park Grocery,Grocery store,8400 Harrison Bay Rd,35.1730616,-85.115826,Hamilton County,37341,,4.2,54
Hamilton County Clerk Tag and Title,Department of motor vehicles,625 Georgia Ave UNIT 101,35.0491981,-85.3069534,Hamilton County,37402,Chattanooga,4.6,227
Public Storage,Self-storage facility,1015 Gadd Rd,35.1416336,-85.2498776,Hamilton County,37415,Chattanooga,4.9,363
Food City,Supermarket,8530 Hixson Pike,35.1986847,-85.1593018,Hamilton County,,Lakesite,4.3,931
Republic Parking (Warehouse Row Parking Garage),Parking lot,204 E 11th St,35.0424224,-85.3078352,Hamilton County,37403,Chattanooga,3.5,12
GQ Men's Wear,Clothing store,2100 Hamilton Pl Blvd,35.0340089,-85.1587186,Hamilton County,37421,Chattanooga,4.4,7
American Eagle Outfitters,Clothing store,2100 Hamilton Pl Blvd #217,35.0343115,-85.1588658,Hamilton County,37421,Chattanooga,No reviews,
The Commons,Event venue,4950 Swinyar Dr,35.0595082,-85.0716239,Hamilton County,37363,Collegedale,4.7,528
Tri State Wholesale,Distribution service,4167 S Creek Rd,35.0935592,-85.2428851,Hamilton County,37406,Chattanooga,4.9,10
Sunglass Hut,Shopping mall,2100 Hamilton Pl Blvd Space 113,35.034207,-85.158762,Hamilton County,37421,Chattanooga,4.3,79
